Unique_ID,f0_TE_GHz,C0_TE_fF,L0_TE_nH,R0_TE_ohm,alpha_TE_eff,f0_TM_GHz,C0_TM_fF,L0_TM_nH,R0_TM_ohm,alpha_TM_eff
ID192_2_R10_W0.1189.csv,7.6063,47.9043,9.1394,1.9647,124.1,7.6007,48.0297,9.129,1.9635,8.9
ID193_2_R10_W0.1733.csv,7.5947,54.8131,8.0119,1.5451,47.4,7.6018,54.5667,8.0331,1.5326,7.91
ID194_2_R10_W0.2278.csv,7.5186,61.5927,7.2751,1.1831,75.72,7.5128,61.798,7.262,1.1818,8.92
ID195_2_R10_W0.2822.csv,7.3418,72.1567,6.5127,0.9168,210.38,7.3357,72.2879,6.5116,0.9183,8.82
ID196_2_R10_W0.3367.csv,6.8086,98.9751,5.5208,0.7734,35.72,6.843,97.4159,5.5529,0.7821,7.3
ID197_2_R10_W0.3911.csv,3.8407,425.0473,4.04,0.4884,147.59,3.8153,430.1728,4.0452,0.4918,4.12
ID20_1_R3_W0.01.csv,17.4674,43.7162,1.8991,1.6685,6.86,17.4747,43.6671,1.8996,1.6718,4.69
ID221_3_R3_W0.0189.csv,18.7329,30.3069,2.3817,2.7147,-164.2,18.7305,30.3163,2.3816,2.719,29.78
ID222_3_R3_W0.0278.csv,18.9343,32.2277,2.1924,2.2526,-226.72,18.9264,32.263,2.1918,2.2562,25.46
ID224_3_R3_W0.0456.csv,19.0642,36.4535,1.9119,1.7114,463.92,19.0652,36.4631,1.9112,1.6985,20.1
ID225_3_R3_W0.0544.csv,18.9444,39.4227,1.7903,1.5427,127.97,18.9517,39.3873,1.7906,1.5462,16.7
ID226_3_R3_W0.0633.csv,18.5562,43.3002,1.6989,1.3656,148.29,18.571,43.3106,1.6958,1.3639,16.36
ID230_3_R4_W0.01.csv,13.8339,35.3585,3.7433,3.8666,-314.99,13.8353,35.3643,3.7419,3.8758,21.26
ID233_3_R4_W0.0467.csv,14.3821,43.0764,2.8429,1.9242,217.26,14.4021,42.9778,2.8415,1.9291,18.96
ID235_3_R4_W0.0711.csv,14.4426,48.3364,2.5123,1.5262,-116.01,14.4478,48.3002,2.5124,1.5263,20.06
ID236_3_R4_W0.0833.csv,14.2094,53.5263,2.3438,1.3526,-86.62,14.2131,53.4888,2.3442,1.3432,19.92
ID240_3_R5_W0.01.csv,10.9911,40.8185,5.1369,4.3048,28.6,10.9938,40.7938,5.1375,4.3152,33.41
ID241_3_R5_W0.0256.csv,11.3104,45.2965,4.3714,2.9054,70.42,11.3016,45.2858,4.3792,2.9093,38.02
ID242_3_R5_W0.0411.csv,11.4828,48.1028,3.9937,2.279,71.37,11.4553,48.2781,3.9983,2.2743,25.46
ID243_3_R5_W0.0567.csv,11.5951,51.3939,3.6659,1.9215,126.19,11.5944,51.2458,3.6769,1.9049,26.58
ID244_3_R5_W0.0722.csv,11.6374,54.5316,3.4299,1.6471,110.71,11.6381,54.5952,3.4255,1.6404,21.64
ID245_3_R5_W0.0878.csv,11.6025,59.1575,3.1808,1.4534,73.91,11.6,59.2061,3.1795,1.4489,21.99
ID246_3_R5_W0.1033.csv,11.3957,65.8715,2.9612,1.3002,57.17,11.4101,65.677,2.9624,1.3113,18.74
ID247_3_R5_W0.1189.csv,7.3462,172.6376,2.7188,0.9527,6.97,7.3867,170.6389,2.7206,0.9523,4.9
ID250_3_R6_W0.01.csv,9.201,50.0186,5.9819,4.5909,-39.61,9.1134,50.7686,6.0074,4.5689,21.07
ID252_3_R6_W0.0478.csv,9.604,56.5378,4.8574,2.2345,66.07,9.6158,56.4207,4.8554,2.2485,26.41
ID253_3_R6_W0.0667.csv,9.6969,60.2901,4.4682,1.8753,44.19,9.7023,60.3394,4.4596,1.8824,25.32
ID254_3_R6_W0.0856.csv,9.7488,64.471,4.134,1.6416,46.4,9.7438,64.5221,4.135,1.6217,28.98
ID255_3_R6_W0.1044.csv,9.6965,70.0012,3.8486,1.4294,38.33,9.6911,69.9736,3.8545,1.4303,14.72
ID256_3_R6_W0.1233.csv,9.5058,78.3557,3.5776,1.2715,23.61,9.4963,78.3494,3.5851,1.2628,17.73
ID257_3_R6_W0.1422.csv,7.507,136.9442,3.2822,1.0289,-48.15,7.5063,136.9933,3.2816,1.0251,6.13
ID260_3_R7_W0.01.csv,7.8268,57.57,7.1825,4.8985,-29.95,7.8473,57.3092,7.1775,4.9075,12.4
ID261_3_R7_W0.0322.csv,8.1029,61.4989,6.2732,2.9712,-33.49,8.0887,61.69,6.2758,2.9689,13.43
ID262_3_R7_W0.0544.csv,8.244,65.3549,5.7027,2.2446,-51.61,8.2327,65.2481,5.7279,2.256,13.34
ID263_3_R7_W0.0767.csv,8.335,69.0081,5.2836,1.8741,-126.03,8.34,69.0814,5.2716,1.8852,14.66
ID264_3_R7_W0.0989.csv,8.3686,74.1719,4.8764,1.5986,-46.73,8.3599,74.2971,4.8782,1.5948,11.9
ID265_3_R7_W0.1211.csv,8.3315,80.4352,4.5368,1.3975,-41.56,8.3447,80.2789,4.5313,1.41,10.9
ID266_3_R7_W0.1433.csv,8.1705,89.875,4.2219,1.2349,-74.6,8.1869,89.412,4.2268,1.2411,9.37
ID270_3_R8_W0.01.csv,6.8883,64.4166,8.2875,5.1788,-32.15,6.8853,64.4263,8.2934,5.1713,34.44
ID271_3_R8_W0.0356.csv,7.1234,69.327,7.2004,3.0211,87.73,7.1176,69.2394,7.2213,3.0312,37.4
ID272_3_R8_W0.0611.csv,7.2631,73.1744,6.5621,2.2635,82.48,7.2388,73.5538,6.5721,2.2608,16.93
ID273_3_R8_W0.0867.csv,7.3474,77.608,6.046,1.8895,58.67,7.3214,78.3615,6.0304,1.9063,14.58
ID274_3_R8_W0.1122.csv,7.3603,83.7574,5.5825,1.6239,31.36,7.3685,83.6142,5.5797,1.6624,14.09
ID275_3_R8_W0.1378.csv,7.3461,90.6665,5.1771,1.403,32.1,7.3492,90.4569,5.1846,1.395,11.4
ID276_3_R8_W0.1633.csv,7.2012,101.5642,4.8094,1.2637,19.11,7.1808,102.1072,4.811,1.2621,8.24
ID277_3_R8_W0.1889.csv,6.2523,139.4972,4.6451,0.9484,-4.37,6.2398,139.9198,4.6496,0.9425,-14.98
ID280_3_R9_W0.01.csv,6.1346,71.2155,9.4513,5.4195,-42.03,6.1254,71.5664,9.4333,5.3837,71.22
ID281_3_R9_W0.0389.csv,6.3586,77.7649,8.0563,3.0211,-11.52,6.3842,77.1371,8.0568,3.0409,14.91
ID282_3_R9_W0.0678.csv,6.4617,74.9554,8.0937,2.1832,-9.74,6.4612,74.9921,8.0908,2.1971,9.26
ID283_3_R9_W0.0967.csv,6.5489,79.8266,7.3986,1.7306,-9.37,6.5479,79.8802,7.3961,1.7252,9.52
ID284_3_R9_W0.1256.csv,6.607,89.6198,6.4748,1.5649,-7.93,6.607,89.7861,6.4629,1.5729,10.12
ID285_3_R9_W0.1544.csv,6.6133,96.459,6.0042,1.3766,-6.74,6.6069,96.4149,6.0187,1.3661,11.14
ID286_3_R9_W0.1833.csv,6.5349,104.3826,5.6824,1.192,-7.59,6.5295,104.5716,5.6816,1.1801,10.24
ID287_3_R9_W0.2122.csv,5.4665,170.6906,4.966,1.0734,-49.28,5.5418,165.9467,4.9701,1.0866,4.9
ID290_3_R10_W0.01.csv,5.478,79.2463,10.6516,5.7102,-24.58,5.468,79.8502,10.61,5.6927,9.83
ID291_3_R10_W0.0422.csv,5.717,84.616,9.1591,3.0826,-57.71,5.7497,83.9767,9.124,3.0713,15.05
ID292_3_R10_W0.0744.csv,5.8523,89.5331,8.2603,2.2866,-51.38,5.8418,89.9387,8.2527,2.2776,14.28
ID293_3_R10_W0.1067.csv,5.9368,96.4222,7.4535,1.9134,-165.74,5.9163,97.1499,7.449,1.8878,16.61
ID294_3_R10_W0.1389.csv,5.9497,102.279,6.9962,1.5884,89.13,5.9333,102.6739,7.008,1.5993,15.21
ID295_3_R10_W0.1711.csv,5.9001,113.0922,6.434,1.4226,34.53,5.8979,112.7575,6.458,1.409,12.18
ID296_3_R10_W0.2033.csv,5.815,124.3629,6.0236,1.2545,-82.8,5.7933,125.9021,5.9945,1.2621,9.54
ID297_3_R10_W0.2356.csv,4.9268,188.7574,5.5285,1.0531,6.33,4.901,191.7251,5.5004,1.0506,3.78
ID30_1_R4_W0.01.csv,13.4017,53.4579,2.6382,1.8635,7.29,13.38,53.5996,2.6398,1.8599,4.67
ID314_4_R2_W0.05.csv,17.9077,86.1727,0.9166,0.8204,25.0,17.9008,86.2578,0.9164,0.8197,7.77
ID315_4_R2_W0.06.csv,13.214,182.2378,0.796,0.5998,15.95,13.2039,182.6085,0.7956,0.5967,5.58
ID320_4_R3_W0.01.csv,14.4099,50.7472,2.4038,2.5312,90.08,14.422,50.7202,2.4011,2.5297,13.05
ID321_4_R3_W0.0256.csv,14.3306,59.6999,2.066,1.6712,56.27,14.3252,59.738,2.0663,1.6696,11.54
ID322_4_R3_W0.0411.csv,14.0756,69.7642,1.8326,1.2677,64.85,14.0647,69.8673,1.8328,1.2595,10.66
ID323_4_R3_W0.0567.csv,13.5736,83.7132,1.6423,1.0226,71.91,13.5643,83.8551,1.6418,1.0144,9.96
ID325_4_R3_W0.0878.csv,10.2778,186.8508,1.2833,0.647,12.48,10.3033,186.3232,1.2806,0.6485,5.62
ID330_4_R4_W0.01.csv,10.9249,61.5744,3.4467,2.8267,26.78,10.9321,61.4763,3.4476,2.8299,13.25
ID331_4_R4_W0.0311.csv,10.875,74.9705,2.8569,1.7037,21.27,10.8894,74.8848,2.8526,1.7057,9.98
ID332_4_R4_W0.0522.csv,10.6893,88.4509,2.5064,1.2639,17.32,10.6824,88.3332,2.5129,1.255,8.72
ID333_4_R4_W0.0733.csv,10.2599,107.6055,2.2362,1.0139,10.52,10.2621,107.7339,2.2326,1.0037,6.2
ID334_4_R4_W0.0944.csv,9.543,139.9014,1.9881,0.8056,8.55,9.5212,140.5245,1.9884,0.7982,5.16
ID335_4_R4_W0.1156.csv,7.8959,232.3563,1.7486,0.6223,16.58,7.8889,232.8275,1.7481,0.6223,6.52
ID340_4_R5_W0.01.csv,8.8156,72.6302,4.4877,3.1552,30.8,8.8233,72.5781,4.483,3.1518,13.5
ID341_4_R5_W0.0367.csv,8.8404,87.9046,3.6871,1.7589,21.69,8.8563,87.4892,3.6914,1.759,10.99
ID342_4_R5_W0.0633.csv,8.6975,103.543,3.234,1.2663,14.77,8.7074,103.4118,3.2307,1.271,9.03
ID343_4_R5_W0.09.csv,8.3836,125.7973,2.8649,1.0073,11.61,8.3941,125.3692,2.8675,0.9984,7.73
ID344_4_R5_W0.1167.csv,7.852,160.7727,2.5554,0.8177,15.22,7.8527,160.5585,2.5584,0.8176,9.29
ID345_4_R5_W0.1433.csv,6.5821,262.9663,2.2234,0.6284,18.32,6.5638,264.4343,2.2234,0.6265,8.12
ID350_4_R6_W0.01.csv,7.3067,88.909,5.3364,3.3309,27.07,7.3174,88.5216,5.3441,3.3395,8.62
ID351_4_R6_W0.0422.csv,7.4281,102.5561,4.4763,1.7523,23.86,7.4212,102.9038,4.4695,1.7507,8.43
ID352_4_R6_W0.0744.csv,7.2968,122.069,3.8974,1.2702,12.72,7.3061,121.4779,3.9064,1.2562,6.68
ID353_4_R6_W0.1067.csv,6.9815,151.211,3.4368,0.9851,9.23,7.0212,149.6726,3.433,1.0008,5.57
ID354_4_R6_W0.1389.csv,6.5371,193.4109,3.0647,0.8049,9.4,6.5502,192.4535,3.0677,0.8055,5.23
ID355_4_R6_W0.1711.csv,5.7785,271.6596,2.7924,0.6066,8.97,5.7919,271.4663,2.7815,0.6072,5.11
ID360_4_R7_W0.01.csv,6.313,99.7202,6.3736,3.6098,19.73,6.2927,99.9959,6.3971,3.582,8.78
ID361_4_R7_W0.0478.csv,6.3941,116.968,5.2968,1.757,14.49,6.4429,115.2489,5.2946,1.7653,9.52
ID362_4_R7_W0.0856.csv,6.3381,136.4444,4.6213,1.255,11.47,6.3142,137.895,4.6073,1.2686,6.8
ID363_4_R7_W0.1233.csv,6.2321,155.9437,4.1822,1.0068,13.69,6.2225,156.6501,4.1762,1.046,7.23
ID364_4_R7_W0.1611.csv,5.9106,192.97,3.7574,0.7831,15.98,5.9088,193.3345,3.7526,0.7875,7.18
ID365_4_R7_W0.1989.csv,5.1444,284.6542,3.3624,0.5809,-16.01,5.1438,284.78,3.3617,0.5847,5.71
ID370_4_R8_W0.01.csv,5.5963,97.0456,8.334,3.9093,-38.84,5.6106,96.9549,8.2994,3.9112,12.25
ID371_4_R8_W0.0533.csv,5.6824,125.1718,6.2672,1.7501,35.77,5.6677,125.7979,6.2683,1.7444,8.92
ID372_4_R8_W0.0967.csv,5.634,146.6788,5.4405,1.2413,24.96,5.631,146.7811,5.4426,1.2262,7.97
ID373_4_R8_W0.14.csv,5.5528,168.0059,4.8899,0.9817,-20.31,5.5381,168.5334,4.9003,0.9661,8.14
ID374_4_R8_W0.1833.csv,5.2003,214.2722,4.3714,0.7286,-12.92,5.2011,214.0251,4.3751,0.7222,5.74
ID375_4_R8_W0.2267.csv,4.1947,395.5498,3.6395,0.6139,5.48,4.1914,395.3924,3.6466,0.6109,2.8
ID380_4_R9_W0.01.csv,4.9279,124.9232,8.3497,3.9578,35.31,4.8811,128.3176,8.2853,3.9165,6.65
ID381_4_R9_W0.0589.csv,5.0904,138.4626,7.0599,1.7614,-22.43,5.0634,139.7859,7.0678,1.7573,7.72
ID382_4_R9_W0.1078.csv,5.0843,156.9273,6.2442,1.2375,-100.24,5.071,157.3871,6.2588,1.2347,7.76
ID383_4_R9_W0.1567.csv,4.9584,109.8607,9.3779,0.9671,-274.81,4.9588,110.1734,9.3499,0.9673,6.91
ID384_4_R9_W0.2056.csv,4.6306,243.2188,4.8569,0.7779,24.7,4.6343,242.3166,4.8673,0.7659,5.29
ID385_4_R9_W0.2544.csv,3.6918,454.1912,4.0918,0.6018,5.0,3.6851,456.0762,4.0899,0.6101,7.19
ID390_4_R10_W0.01.csv,4.2952,155.9141,8.8062,3.9249,7.64,4.2777,157.6042,8.7834,3.9039,5.41
